galaxy,T,n_pts,rmax,model,cap,n_shells,chi2_red,bic
UGC07603,7,12,4.11,nfw,0.7,1,0.1103,13.1966
UGC07603,7,12,4.11,nfw,0.8,1,0.1103,13.1966
UGC07603,7,12,4.11,nfw,0.9,1,0.1103,13.1966
UGC07603,7,12,4.11,nfw,1.0,1,0.1103,13.1966
UGC07690,10,7,4.13,burkert,0.1,0,0.1112,4.4477
UGC07690,10,7,4.13,burkert,0.2,0,0.1112,4.4477
UGC07690,10,7,4.13,burkert,0.3,0,0.1112,4.4477
UGC07690,10,7,4.13,burkert,0.4,0,0.1112,4.4477
UGC07690,10,7,4.13,burkert,0.5,0,0.1112,4.4477
UGC07690,10,7,4.13,burkert,0.6,0,0.1112,4.4477
UGC07690,10,7,4.13,burkert,0.7,0,0.1112,4.4477
UGC07690,10,7,4.13,burkert,0.8,0,0.1112,4.4477
UGC07690,10,7,4.13,burkert,0.9,0,0.1112,4.4477
UGC07690,10,7,4.13,burkert,1.0,0,0.1112,4.4477
UGC07690,10,7,4.13,einasto,0.1,0,0.4299,6.0414
UGC07690,10,7,4.13,einasto,0.2,0,0.4299,6.0414
UGC07690,10,7,4.13,einasto,0.3,0,0.4299,6.0414
UGC07690,10,7,4.13,einasto,0.4,0,0.4299,6.0414
UGC07690,10,7,4.13,einasto,0.5,0,0.4299,6.0414
UGC07690,10,7,4.13,einasto,0.6,0,0.4299,6.0414
UGC07690,10,7,4.13,einasto,0.7,0,0.4299,6.0414
UGC07690,10,7,4.13,einasto,0.8,0,0.4299,6.0414
UGC07690,10,7,4.13,einasto,0.9,0,0.4299,6.0414
UGC07690,10,7,4.13,einasto,1.0,0,0.4299,6.0414
UGC07690,10,7,4.13,nfw,0.1,0,0.3357,5.5705
UGC07690,10,7,4.13,nfw,0.2,0,0.3357,5.5705
UGC07690,10,7,4.13,nfw,0.3,0,0.3357,5.5705
UGC07690,10,7,4.13,nfw,0.4,0,0.3357,5.5705
UGC07690,10,7,4.13,nfw,0.5,0,0.3357,5.5705
UGC07690,10,7,4.13,nfw,0.6,0,0.3357,5.5705
UGC07690,10,7,4.13,nfw,0.7,0,0.3357,5.5705
UGC07690,10,7,4.13,nfw,0.8,0,0.3357,5.5705
UGC07690,10,7,4.13,nfw,0.9,0,0.3357,5.5705
UGC07690,10,7,4.13,nfw,1.0,0,0.3357,5.5705
UGC08286,6,17,8.04,burkert,0.1,1,0.5567,20.8461
UGC08286,6,17,8.04,burkert,0.2,1,0.4534,19.6065
UGC08286,6,17,8.04,burkert,0.3,1,0.0583,14.8655
UGC08286,6,17,8.04,burkert,0.4,1,0.0274,14.4947
UGC08286,6,17,8.04,burkert,0.5,1,0.0274,14.4947
UGC08286,6,17,8.04,burkert,0.6,1,0.0274,14.4947
UGC08286,6,17,8.04,burkert,0.7,1,0.0274,14.4947
UGC08286,6,17,8.04,burkert,0.8,1,0.0274,14.4947
UGC08286,6,17,8.04,burkert,0.9,1,0.0274,14.4947
UGC08286,6,17,8.04,burkert,1.0,1,0.0274,14.4947
UGC08286,6,17,8.04,einasto,0.1,1,0.6332,21.7643
UGC08286,6,17,8.04,einasto,0.2,1,0.4936,20.0892
UGC08286,6,17,8.04,einasto,0.3,1,0.4312,19.3401
UGC08286,6,17,8.04,einasto,0.4,1,0.4312,19.3401
UGC08286,6,17,8.04,einasto,0.5,1,0.4312,19.3401
UGC08286,6,17,8.04,einasto,0.6,1,0.4312,19.3401
UGC08286,6,17,8.04,einasto,0.7,1,0.4312,19.3401
UGC08286,6,17,8.04,einasto,0.8,1,0.4312,19.3401
UGC08286,6,17,8.04,einasto,0.9,1,0.4312,19.3401
UGC08286,6,17,8.04,einasto,1.0,1,0.4312,19.3401
UGC08286,6,17,8.04,nfw,0.1,1,0.6183,21.5852
UGC08286,6,17,8.04,nfw,0.2,1,0.5001,20.1678
UGC08286,6,17,8.04,nfw,0.3,1,0.4641,19.7352
UGC08286,6,17,8.04,nfw,0.4,1,0.4641,19.7352
UGC08286,6,17,8.04,nfw,0.5,1,0.4641,19.7352
UGC08286,6,17,8.04,nfw,0.6,1,0.4641,19.7352
UGC08286,6,17,8.04,nfw,0.7,1,0.4641,19.7352
UGC08286,6,17,8.04,nfw,0.8,1,0.4641,19.7352
UGC08286,6,17,8.04,nfw,0.9,1,0.4641,19.7352
UGC08286,6,17,8.04,nfw,1.0,1,0.4641,19.7352
UGC08490,9,30,10.15,burkert,0.1,1,0.2795,23.9939
UGC08490,9,30,10.15,burkert,0.2,1,0.2088,22.225
UGC08490,9,30,10.15,burkert,0.3,1,0.1708,21.2749
UGC08490,9,30,10.15,burkert,0.4,1,0.2136,22.347
UGC08490,9,30,10.15,burkert,0.5,1,0.0375,17.9439
UGC08490,9,30,10.15,burkert,0.6,1,0.0319,17.8035
UGC08490,9,30,10.15,burkert,0.7,1,0.0319,17.8035
UGC08490,9,30,10.15,burkert,0.8,1,0.0319,17.8035
UGC08490,9,30,10.15,burkert,0.9,1,0.0319,17.8035
UGC08490,9,30,10.15,burkert,1.0,1,0.0319,17.8035
UGC08490,9,30,10.15,einasto,0.1,0,0.2284,13.1969
UGC08490,9,30,10.15,einasto,0.2,0,0.2284,13.1969
UGC08490,9,30,10.15,einasto,0.3,0,0.2284,13.1969
UGC08490,9,30,10.15,einasto,0.4,0,0.2284,13.1969
UGC08490,9,30,10.15,einasto,0.5,0,0.2284,13.1969
UGC08490,9,30,10.15,einasto,0.6,0,0.2284,13.1969
UGC08490,9,30,10.15,einasto,0.7,0,0.2284,13.1969
UGC08490,9,30,10.15,einasto,0.8,0,0.2284,13.1969
UGC08490,9,30,10.15,einasto,0.9,0,0.2284,13.1969
UGC08490,9,30,10.15,einasto,1.0,0,0.2284,13.1969
UGC08490,9,30,10.15,nfw,0.1,0,0.1124,9.9503
UGC08490,9,30,10.15,nfw,0.2,0,0.1124,9.9503
UGC08490,9,30,10.15,nfw,0.3,0,0.1124,9.9503
UGC08490,9,30,10.15,nfw,0.4,0,0.1124,9.9503
UGC08490,9,30,10.15,nfw,0.5,0,0.1124,9.9503
UGC08490,9,30,10.15,nfw,0.6,0,0.1124,9.9503
UGC08490,9,30,10.15,nfw,0.7,0,0.1124,9.9503
UGC08490,9,30,10.15,nfw,0.8,0,0.1124,9.9503
UGC08490,9,30,10.15,nfw,0.9,0,0.1124,9.9503
UGC08490,9,30,10.15,nfw,1.0,0,0.1124,9.9503
UGC08550,7,11,5.36,burkert,0.1,0,0.9411,13.266
UGC08550,7,11,5.36,burkert,0.2,0,0.9411,13.266
UGC08550,7,11,5.36,burkert,0.3,0,0.9411,13.266
UGC08550,7,11,5.36,burkert,0.4,0,0.9411,13.266
UGC08550,7,11,5.36,burkert,0.5,0,0.9411,13.266
UGC08550,7,11,5.36,burkert,0.6,0,0.9411,13.266
UGC08550,7,11,5.36,burkert,0.7,0,0.9411,13.266
UGC08550,7,11,5.36,burkert,0.8,0,0.9411,13.266
UGC08550,7,11,5.36,burkert,0.9,0,0.9411,13.266
UGC08550,7,11,5.36,burkert,1.0,0,0.9411,13.266
UGC08550,7,11,5.36,einasto,0.1,0,0.8804,12.7193
UGC08550,7,11,5.36,einasto,0.2,0,0.8804,12.7193
UGC08550,7,11,5.36,einasto,0.3,0,0.8804,12.7193
UGC08550,7,11,5.36,einasto,0.4,0,0.8804,12.7193
UGC08550,7,11,5.36,einasto,0.5,0,0.8804,12.7193
UGC08550,7,11,5.36,einasto,0.6,0,0.8804,12.7193
UGC08550,7,11,5.36,einasto,0.7,0,0.8804,12.7193
UGC08550,7,11,5.36,einasto,0.8,0,0.8804,12.7193
UGC08550,7,11,5.36,einasto,0.9,0,0.8804,12.7193
UGC08550,7,11,5.36,einasto,1.0,0,0.8804,12.7193
UGC08550,7,11,5.36,nfw,0.1,0,0.7636,11.6683
UGC08550,7,11,5.36,nfw,0.2,0,0.7636,11.6683
UGC08550,7,11,5.36,nfw,0.3,0,0.7636,11.6683
UGC08550,7,11,5.36,nfw,0.4,0,0.7636,11.6683
UGC08550,7,11,5.36,nfw,0.5,0,0.7636,11.6683
UGC08550,7,11,5.36,nfw,0.6,0,0.7636,11.6683
UGC08550,7,11,5.36,nfw,0.7,0,0.7636,11.6683
UGC08550,7,11,5.36,nfw,0.8,0,0.7636,11.6683
UGC08550,7,11,5.36,nfw,0.9,0,0.7636,11.6683
UGC08550,7,11,5.36,nfw,1.0,0,0.7636,11.6683
UGC08699,2,37,25.7,burkert,0.1,1,0.5687,36.2515
UGC08699,2,37,25.7,burkert,0.2,2,0.0543,30.4608
UGC08699,2,37,25.7,burkert,0.3,2,0.0494,30.3187
UGC08699,2,37,25.7,burkert,0.4,2,0.0494,30.3187
UGC08699,2,37,25.7,burkert,0.5,2,0.0494,30.3187
UGC08699,2,37,25.7,burkert,0.6,2,0.0494,30.3187
UGC08699,2,37,25.7,burkert,0.7,2,0.0494,30.3187
UGC08699,2,37,25.7,burkert,0.8,2,0.0494,30.3187
UGC08699,2,37,25.7,burkert,0.9,2,0.0494,30.3187
UGC08699,2,37,25.7,burkert,1.0,2,0.0494,30.3187
UGC08699,2,37,25.7,einasto,0.1,0,0.5189,25.3819
UGC08699,2,37,25.7,einasto,0.2,0,0.5189,25.3819
UGC08699,2,37,25.7,einasto,0.3,0,0.5189,25.3819
UGC08699,2,37,25.7,einasto,0.4,0,0.5189,25.3819
UGC08699,2,37,25.7,einasto,0.5,0,0.5189,25.3819
UGC08699,2,37,25.7,einasto,0.6,0,0.5189,25.3819
UGC08699,2,37,25.7,einasto,0.7,0,0.5189,25.3819
UGC08699,2,37,25.7,einasto,0.8,0,0.5189,25.3819
UGC08699,2,37,25.7,einasto,0.9,0,0.5189,25.3819
UGC08699,2,37,25.7,einasto,1.0,0,0.5189,25.3819
UGC08699,2,37,25.7,nfw,0.1,0,0.7007,31.7447
UGC08699,2,37,25.7,nfw,0.2,0,0.7007,31.7447
UGC08699,2,37,25.7,nfw,0.3,0,0.7007,31.7447
UGC08699,2,37,25.7,nfw,0.4,0,0.7007,31.7447
UGC08699,2,37,25.7,nfw,0.5,2,0.0453,30.2018
UGC08699,2,37,25.7,nfw,0.6,2,0.0453,30.2018
UGC08699,2,37,25.7,nfw,0.7,2,0.0453,30.2018
UGC08699,2,37,25.7,nfw,0.8,2,0.0453,30.2018
UGC08699,2,37,25.7,nfw,0.9,2,0.0453,30.2018
UGC08699,2,37,25.7,nfw,1.0,2,0.0453,30.2018
UGC09037,6,19,27.96,burkert,0.1,0,0.5006,14.399
UGC09037,6,19,27.96,burkert,0.2,0,0.5006,14.399
UGC09037,6,19,27.96,burkert,0.3,0,0.5006,14.399
UGC09037,6,19,27.96,burkert,0.4,0,0.5006,14.399
UGC09037,6,19,27.96,burkert,0.5,0,0.5006,14.399
UGC09037,6,19,27.96,burkert,0.6,0,0.5006,14.399
UGC09037,6,19,27.96,burkert,0.7,0,0.5006,14.399
UGC09037,6,19,27.96,burkert,0.8,0,0.5006,14.399
UGC09037,6,19,27.96,burkert,0.9,0,0.5006,14.399
UGC09037,6,19,27.96,burkert,1.0,0,0.5006,14.399
UGC09037,6,19,27.96,einasto,0.1,1,0.2981,18.8952
UGC09037,6,19,27.96,einasto,0.2,1,0.1312,16.5587
UGC09037,6,19,27.96,einasto,0.3,1,0.1034,16.1693
UGC09037,6,19,27.96,einasto,0.4,1,0.1034,16.1693
UGC09037,6,19,27.96,einasto,0.5,1,0.1034,16.1693
UGC09037,6,19,27.96,einasto,0.6,1,0.1034,16.1693
UGC09037,6,19,27.96,einasto,0.7,1,0.1034,16.1693
UGC09037,6,19,27.96,einasto,0.8,1,0.1034,16.1693
UGC09037,6,19,27.96,einasto,0.9,1,0.1034,16.1693
UGC09037,6,19,27.96,einasto,1.0,1,0.1034,16.1693
UGC09037,6,19,27.96,nfw,0.1,1,0.3105,19.0689
UGC09037,6,19,27.96,nfw,0.2,1,0.1316,16.5649
UGC09037,6,19,27.96,nfw,0.3,1,0.1034,16.17
UGC09037,6,19,27.96,nfw,0.4,1,0.1034,16.17
UGC09037,6,19,27.96,nfw,0.5,1,0.1034,16.17
UGC09037,6,19,27.96,nfw,0.6,1,0.1034,16.17
UGC09037,6,19,27.96,nfw,0.7,1,0.1034,16.17
UGC09037,6,19,27.96,nfw,0.8,1,0.1034,16.17
UGC09037,6,19,27.96,nfw,0.9,1,0.1034,16.17
UGC09037,6,19,27.96,nfw,1.0,1,0.1034,16.17
UGC09133,2,64,108.31,burkert,0.1,3,0.7465,85.3115
UGC09133,2,64,108.31,burkert,0.2,3,0.6248,78.8619
UGC09133,2,64,108.31,burkert,0.3,3,0.6037,77.7448
UGC09133,2,64,108.31,burkert,0.4,3,0.6037,77.7448
UGC09133,2,64,108.31,burkert,0.5,3,0.6037,77.7448
UGC09133,2,64,108.31,burkert,0.6,3,0.6037,77.7448
UGC09133,2,64,108.31,burkert,0.7,3,0.6037,77.7448
UGC09133,2,64,108.31,burkert,0.8,3,0.6037,77.7448
UGC09133,2,64,108.31,burkert,0.9,3,0.6037,77.7448
UGC09133,2,64,108.31,burkert,1.0,3,0.8147,88.9254
UGC09133,2,64,108.31,einasto,0.1,4,1.4589,131.1684
UGC09133,2,64,108.31,einasto,0.2,4,0.8599,101.217
UGC09133,2,64,108.31,einasto,0.3,4,0.5628,86.3634
UGC09133,2,64,108.31,einasto,0.4,4,0.5328,84.8642
UGC09133,2,64,108.31,einasto,0.5,4,0.5328,84.8624
UGC09133,2,64,108.31,einasto,0.6,4,0.5328,84.8629
UGC09133,2,64,108.31,einasto,0.7,3,1.1301,105.642
UGC09133,2,64,108.31,einasto,0.8,4,0.5328,84.8624
UGC09133,2,64,108.31,einasto,0.9,4,0.5328,84.8624
UGC09133,2,64,108.31,einasto,1.0,4,0.5329,84.868
UGC09133,2,64,108.31,nfw,0.1,4,1.3209,124.27
UGC09133,2,64,108.31,nfw,0.2,4,0.7893,97.6917
UGC09133,2,64,108.31,nfw,0.3,4,0.5597,86.2082
UGC09133,2,64,108.31,nfw,0.4,4,0.5336,84.9023
UGC09133,2,64,108.31,nfw,0.5,4,0.5337,84.9069
UGC09133,2,64,108.31,nfw,0.6,4,0.5335,84.9017
UGC09133,2,64,108.31,nfw,0.7,4,0.5336,84.9065
UGC09133,2,64,108.31,nfw,0.8,3,1.0808,103.0289
UGC09133,2,64,108.31,nfw,0.9,4,0.5336,84.9059
UGC09133,2,64,108.31,nfw,1.0,4,0.5336,84.9059
UGC09992,10,5,3.89,burkert,0.1,0,0.0244,3.2919
UGC09992,10,5,3.89,burkert,0.2,0,0.0244,3.2919
UGC09992,10,5,3.89,burkert,0.3,0,0.0244,3.2919
UGC09992,10,5,3.89,burkert,0.4,0,0.0244,3.2919
UGC09992,10,5,3.89,burkert,0.5,0,0.0244,3.2919
UGC09992,10,5,3.89,burkert,0.6,0,0.0244,3.2919
UGC09992,10,5,3.89,burkert,0.7,0,0.0244,3.2919
UGC09992,10,5,3.89,burkert,0.8,0,0.0244,3.2919
UGC09992,10,5,3.89,burkert,0.9,0,0.0244,3.2919
UGC09992,10,5,3.89,burkert,1.0,0,0.0244,3.2919
UGC09992,10,5,3.89,einasto,0.1,0,0.0097,3.2481
UGC09992,10,5,3.89,einasto,0.2,0,0.0097,3.2481
UGC09992,10,5,3.89,einasto,0.3,0,0.0097,3.2481
UGC09992,10,5,3.89,einasto,0.4,0,0.0097,3.2481
UGC09992,10,5,3.89,einasto,0.5,0,0.0097,3.2481
UGC09992,10,5,3.89,einasto,0.6,0,0.0097,3.2481
UGC09992,10,5,3.89,einasto,0.7,0,0.0097,3.2481
UGC09992,10,5,3.89,einasto,0.8,0,0.0097,3.2481
UGC09992,10,5,3.89,einasto,0.9,0,0.0097,3.2481
UGC09992,10,5,3.89,einasto,1.0,0,0.0097,3.2481
UGC09992,10,5,3.89,nfw,0.1,0,0.0123,3.2556
UGC09992,10,5,3.89,nfw,0.2,0,0.0123,3.2556
UGC09992,10,5,3.89,nfw,0.3,0,0.0123,3.2556
UGC09992,10,5,3.89,nfw,0.4,0,0.0123,3.2556
UGC09992,10,5,3.89,nfw,0.5,0,0.0123,3.2556
UGC09992,10,5,3.89,nfw,0.6,0,0.0123,3.2556
UGC09992,10,5,3.89,nfw,0.7,0,0.0123,3.2556
UGC09992,10,5,3.89,nfw,0.8,0,0.0123,3.2556
UGC09992,10,5,3.89,nfw,0.9,0,0.0123,3.2556
UGC09992,10,5,3.89,nfw,1.0,0,0.0123,3.2556
UGC10310,9,7,7.74,burkert,0.1,0,0.0936,4.3598
UGC10310,9,7,7.74,burkert,0.2,0,0.0936,4.3598
UGC10310,9,7,7.74,burkert,0.3,0,0.0936,4.3598
UGC10310,9,7,7.74,burkert,0.4,0,0.0936,4.3598
UGC10310,9,7,7.74,burkert,0.5,0,0.0936,4.3598
UGC10310,9,7,7.74,burkert,0.6,0,0.0936,4.3598
UGC10310,9,7,7.74,burkert,0.7,0,0.0936,4.3598
UGC10310,9,7,7.74,burkert,0.8,0,0.0936,4.3598
UGC10310,9,7,7.74,burkert,0.9,0,0.0936,4.3598
UGC10310,9,7,7.74,burkert,1.0,0,0.0936,4.3598
UGC10310,9,7,7.74,einasto,0.1,0,0.6509,7.1463
UGC10310,9,7,7.74,einasto,0.2,0,0.6509,7.1463
UGC10310,9,7,7.74,einasto,0.3,0,0.6509,7.1463
UGC10310,9,7,7.74,einasto,0.4,0,0.6509,7.1463
UGC10310,9,7,7.74,einasto,0.5,0,0.6509,7.1463
UGC10310,9,7,7.74,einasto,0.6,0,0.6509,7.1463
UGC10310,9,7,7.74,einasto,0.7,0,0.6509,7.1463
UGC10310,9,7,7.74,einasto,0.8,0,0.6509,7.1463
UGC10310,9,7,7.74,einasto,0.9,0,0.6509,7.1463
UGC10310,9,7,7.74,einasto,1.0,0,0.6509,7.1463
UGC10310,9,7,7.74,nfw,0.1,0,0.5687,6.7352
UGC10310,9,7,7.74,nfw,0.2,0,0.5687,6.7352
UGC10310,9,7,7.74,nfw,0.3,0,0.5687,6.7352
UGC10310,9,7,7.74,nfw,0.4,0,0.5687,6.7352
UGC10310,9,7,7.74,nfw,0.5,0,0.5687,6.7352
UGC10310,9,7,7.74,nfw,0.6,0,0.5687,6.7352
UGC10310,9,7,7.74,nfw,0.7,0,0.5687,6.7352
UGC10310,9,7,7.74,nfw,0.8,0,0.5687,6.7352
UGC10310,9,7,7.74,nfw,0.9,0,0.5687,6.7352
UGC10310,9,7,7.74,nfw,1.0,0,0.5687,6.7352
UGC11455,6,33,41.93,burkert,0.1,1,1.4447,57.9329
UGC11455,6,33,41.93,burkert,0.2,2,0.9318,51.2671
UGC11455,6,33,41.93,burkert,0.3,2,0.9275,51.1586
UGC11455,6,33,41.93,burkert,0.4,2,0.9279,51.1699
UGC11455,6,33,41.93,burkert,0.5,2,0.9275,51.1586
UGC11455,6,33,41.93,burkert,0.6,2,0.9275,51.1595
UGC11455,6,33,41.93,burkert,0.7,2,0.9275,51.1586
UGC11455,6,33,41.93,burkert,0.8,2,0.9275,51.1586
UGC11455,6,33,41.93,burkert,0.9,2,0.9275,51.1588
UGC11455,6,33,41.93,burkert,1.0,2,0.9275,51.1586
UGC11455,6,33,41.93,einasto,0.1,1,1.4234,57.3385
UGC11455,6,33,41.93,einasto,0.2,1,1.4207,57.2609
UGC11455,6,33,41.93,einasto,0.3,1,1.4207,57.2609
UGC11455,6,33,41.93,einasto,0.4,1,1.4207,57.2609
UGC11455,6,33,41.93,einasto,0.5,1,1.4207,57.2609
UGC11455,6,33,41.93,einasto,0.6,1,1.4207,57.2609
UGC11455,6,33,41.93,einasto,0.7,1,1.4207,57.2609
UGC11455,6,33,41.93,einasto,0.8,1,1.4207,57.2609
UGC11455,6,33,41.93,einasto,0.9,1,1.4207,57.2609
UGC11455,6,33,41.93,einasto,1.0,1,1.4207,57.2609
UGC11455,6,33,41.93,nfw,0.1,1,1.422,57.299
UGC11455,6,33,41.93,nfw,0.2,1,1.417,57.1597
UGC11455,6,33,41.93,nfw,0.3,1,1.417,57.1597
UGC11455,6,33,41.93,nfw,0.4,1,1.417,57.1597
UGC11455,6,33,41.93,nfw,0.5,1,1.417,57.1597
UGC11455,6,33,41.93,nfw,0.6,1,1.417,57.1597
UGC11455,6,33,41.93,nfw,0.7,1,1.417,57.1597
UGC11455,6,33,41.93,nfw,0.8,1,1.417,57.1597
UGC11455,6,33,41.93,nfw,0.9,1,1.417,57.1597
UGC11455,6,33,41.93,nfw,1.0,1,1.417,57.1597
UGC11914,2,63,9.83,burkert,0.1,2,2.332,161.4027
UGC11914,2,63,9.83,burkert,0.2,2,0.7902,76.6082
UGC11914,2,63,9.83,burkert,0.3,2,0.2298,45.7831
UGC11914,2,63,9.83,burkert,0.4,2,0.1446,41.0965
UGC11914,2,63,9.83,burkert,0.5,2,0.0498,35.882
UGC11914,2,63,9.83,burkert,0.6,2,0.0498,35.882
UGC11914,2,63,9.83,burkert,0.7,2,0.1351,40.5757
UGC11914,2,63,9.83,burkert,0.8,2,0.135,40.5694
UGC11914,2,63,9.83,burkert,0.9,2,0.0498,35.882
UGC11914,2,63,9.83,burkert,1.0,2,0.135,40.5695
UGC11914,2,63,9.83,einasto,0.1,1,0.3988,43.8462
UGC11914,2,63,9.83,einasto,0.2,1,0.2112,32.9633
UGC11914,2,63,9.83,einasto,0.3,1,0.2112,32.9633
UGC11914,2,63,9.83,einasto,0.4,1,0.2112,32.9633
UGC11914,2,63,9.83,einasto,0.5,1,0.2112,32.9633
UGC11914,2,63,9.83,einasto,0.6,1,0.2112,32.9633
UGC11914,2,63,9.83,einasto,0.7,1,0.2112,32.9633
UGC11914,2,63,9.83,einasto,0.8,1,0.2112,32.9633
UGC11914,2,63,9.83,einasto,0.9,1,0.2112,32.9633
UGC11914,2,63,9.83,einasto,1.0,1,0.2112,32.9633
UGC11914,2,63,9.83,nfw,0.1,2,0.2312,45.8619
UGC11914,2,63,9.83,nfw,0.2,1,0.1919,31.8467
UGC11914,2,63,9.83,nfw,0.3,1,0.1909,31.7898
UGC11914,2,63,9.83,nfw,0.4,1,0.1909,31.7898
UGC11914,2,63,9.83,nfw,0.5,1,0.1909,31.7898
UGC11914,2,63,9.83,nfw,0.6,1,0.1909,31.7898
UGC11914,2,63,9.83,nfw,0.7,1,0.1909,31.7898
UGC11914,2,63,9.83,nfw,0.8,1,0.1909,31.7898
UGC11914,2,63,9.83,nfw,0.9,1,0.1909,31.7898
UGC11914,2,63,9.83,nfw,1.0,1,0.1909,31.7898
UGC12506,6,31,49.99,burkert,0.1,1,0.2706,24.2048
UGC12506,6,31,49.99,burkert,0.2,1,0.1636,21.4232
UGC12506,6,31,49.99,burkert,0.3,1,0.1635,21.4212
UGC12506,6,31,49.99,burkert,0.4,1,0.11,20.0293
UGC12506,6,31,49.99,burkert,0.5,1,0.0631,18.8098
UGC12506,6,31,49.99,burkert,0.6,1,0.059,18.703
UGC12506,6,31,49.99,burkert,0.7,1,0.059,18.703
UGC12506,6,31,49.99,burkert,0.8,1,0.059,18.703
UGC12506,6,31,49.99,burkert,0.9,1,0.059,18.703
UGC12506,6,31,49.99,burkert,1.0,1,0.059,18.703
UGC12506,6,31,49.99,einasto,0.1,0,0.1455,11.0872
UGC12506,6,31,49.99,einasto,0.2,0,0.1455,11.0872
UGC12506,6,31,49.99,einasto,0.3,0,0.1455,11.0872
UGC12506,6,31,49.99,einasto,0.4,0,0.1455,11.0872
UGC12506,6,31,49.99,einasto,0.5,0,0.1455,11.0872
UGC12506,6,31,49.99,einasto,0.6,0,0.1455,11.0872
UGC12506,6,31,49.99,einasto,0.7,0,0.1455,11.0872
UGC12506,6,31,49.99,einasto,0.8,0,0.1455,11.0872
UGC12506,6,31,49.99,einasto,0.9,0,0.1455,11.0872
UGC12506,6,31,49.99,einasto,1.0,0,0.1455,11.0872
UGC12506,6,31,49.99,nfw,0.1,0,0.1676,11.7273
UGC12506,6,31,49.99,nfw,0.2,0,0.1676,11.7273
UGC12506,6,31,49.99,nfw,0.3,0,0.1676,11.7273
UGC12506,6,31,49.99,nfw,0.4,0,0.1676,11.7273
UGC12506,6,31,49.99,nfw,0.5,0,0.1676,11.7273
UGC12506,6,31,49.99,nfw,0.6,0,0.1676,11.7273
UGC12506,6,31,49.99,nfw,0.7,0,0.1676,11.7273
UGC12506,6,31,49.99,nfw,0.8,0,0.1676,11.7273
UGC12506,6,31,49.99,nfw,0.9,0,0.1676,11.7273
UGC12506,6,31,49.99,nfw,1.0,0,0.1676,11.7273
UGC12632,9,15,10.66,burkert,0.1,0,0.0657,6.2705
UGC12632,9,15,10.66,burkert,0.2,0,0.0657,6.2705
UGC12632,9,15,10.66,burkert,0.3,0,0.0657,6.2705
UGC12632,9,15,10.66,burkert,0.4,0,0.0657,6.2705
UGC12632,9,15,10.66,burkert,0.5,0,0.0657,6.2705
UGC12632,9,15,10.66,burkert,0.6,0,0.0657,6.2705
UGC12632,9,15,10.66,burkert,0.7,0,0.0657,6.2705
UGC12632,9,15,10.66,burkert,0.8,0,0.0657,6.2705
UGC12632,9,15,10.66,burkert,0.9,0,0.0657,6.2705
UGC12632,9,15,10.66,burkert,1.0,0,0.0657,6.2705
UGC12632,9,15,10.66,einasto,0.1,0,0.442,11.1625
UGC12632,9,15,10.66,einasto,0.2,0,0.442,11.1625
UGC12632,9,15,10.66,einasto,0.3,0,0.442,11.1625
UGC12632,9,15,10.66,einasto,0.4,0,0.442,11.1625
UGC12632,9,15,10.66,einasto,0.5,0,0.442,11.1625
UGC12632,9,15,10.66,einasto,0.6,0,0.442,11.1625
UGC12632,9,15,10.66,einasto,0.7,0,0.442,11.1625
UGC12632,9,15,10.66,einasto,0.8,0,0.442,11.1625
UGC12632,9,15,10.66,einasto,0.9,0,0.442,11.1625
UGC12632,9,15,10.66,einasto,1.0,0,0.442,11.1625
UGC12632,9,15,10.66,nfw,0.1,0,0.3406,9.844
UGC12632,9,15,10.66,nfw,0.2,0,0.3406,9.844
UGC12632,9,15,10.66,nfw,0.3,0,0.3406,9.844
UGC12632,9,15,10.66,nfw,0.4,0,0.3406,9.844
UGC12632,9,15,10.66,nfw,0.5,0,0.3406,9.844
UGC12632,9,15,10.66,nfw,0.6,0,0.3406,9.844
UGC12632,9,15,10.66,nfw,0.7,0,0.3406,9.844
UGC12632,9,15,10.66,nfw,0.8,0,0.3406,9.844
UGC12632,9,15,10.66,nfw,0.9,0,0.3406,9.844
UGC12632,9,15,10.66,nfw,1.0,0,0.3406,9.844
UGCA442,9,8,6.33,burkert,0.1,0,0.6135,7.8397
UGCA442,9,8,6.33,burkert,0.2,0,0.6135,7.8397
UGCA442,9,8,6.33,burkert,0.3,0,0.6135,7.8397
UGCA442,9,8,6.33,burkert,0.4,0,0.6135,7.8397
UGCA442,9,8,6.33,burkert,0.5,0,0.6135,7.8397
UGCA442,9,8,6.33,burkert,0.6,0,0.6135,7.8397
UGCA442,9,8,6.33,burkert,0.7,0,0.6135,7.8397
UGCA442,9,8,6.33,burkert,0.8,0,0.6135,7.8397
UGCA442,9,8,6.33,burkert,0.9,0,0.6135,7.8397
UGCA442,9,8,6.33,burkert,1.0,0,0.6135,7.8397
UGCA442,9,8,6.33,einasto,0.1,1,0.8052,12.8127
UGCA442,9,8,6.33,einasto,0.2,1,0.3941,11.5794
UGCA442,9,8,6.33,einasto,0.3,1,0.1139,10.739
UGCA442,9,8,6.33,einasto,0.4,1,0.0874,10.6593
UGCA442,9,8,6.33,einasto,0.5,1,0.0874,10.6593
UGCA442,9,8,6.33,einasto,0.6,1,0.0874,10.6593
UGCA442,9,8,6.33,einasto,0.7,1,0.0874,10.6593
UGCA442,9,8,6.33,einasto,0.8,1,0.0874,10.6593
UGCA442,9,8,6.33,einasto,0.9,1,0.0874,10.6593
