galaxy,T,n_pts,rmax,model,cap,n_shells,chi2_red,bic
D631-7,10,15,7.19,burkert,0.1,0,0.596,13.1635
D631-7,10,15,7.19,burkert,0.2,0,0.596,13.1635
D631-7,10,15,7.19,burkert,0.3,0,0.596,13.1635
D631-7,10,15,7.19,burkert,0.4,0,0.596,13.1635
D631-7,10,15,7.19,burkert,0.5,0,0.596,13.1635
D631-7,10,15,7.19,burkert,0.6,0,0.596,13.1635
D631-7,10,15,7.19,burkert,0.7,0,0.596,13.1635
D631-7,10,15,7.19,burkert,0.8,0,0.596,13.1635
D631-7,10,15,7.19,burkert,0.9,0,0.596,13.1635
D631-7,10,15,7.19,burkert,1.0,0,0.596,13.1635
D631-7,10,15,7.19,einasto,0.1,2,0.7939,27.2216
D631-7,10,15,7.19,einasto,0.2,1,0.7018,20.5583
D631-7,10,15,7.19,einasto,0.3,1,0.3312,16.8521
D631-7,10,15,7.19,einasto,0.4,1,0.3299,16.8388
D631-7,10,15,7.19,einasto,0.5,1,0.3302,16.8425
D631-7,10,15,7.19,einasto,0.6,1,0.3302,16.8423
D631-7,10,15,7.19,einasto,0.7,1,0.3299,16.8394
D631-7,10,15,7.19,einasto,0.8,1,0.3301,16.8414
D631-7,10,15,7.19,einasto,0.9,1,0.3299,16.839
D631-7,10,15,7.19,einasto,1.0,1,0.3299,16.8388
D631-7,10,15,7.19,nfw,0.1,2,1.1925,30.0119
D631-7,10,15,7.19,nfw,0.2,2,0.2444,23.3754
D631-7,10,15,7.19,nfw,0.3,1,0.4066,17.6061
D631-7,10,15,7.19,nfw,0.4,1,0.3685,17.2257
D631-7,10,15,7.19,nfw,0.5,1,0.3685,17.2257
D631-7,10,15,7.19,nfw,0.6,1,0.3685,17.2257
D631-7,10,15,7.19,nfw,0.7,1,0.3685,17.2257
D631-7,10,15,7.19,nfw,0.8,1,0.3685,17.2257
D631-7,10,15,7.19,nfw,0.9,1,0.3685,17.2257
D631-7,10,15,7.19,nfw,1.0,1,0.3685,17.2257
DDO064,10,14,2.98,burkert,0.1,0,0.3408,9.3674
DDO064,10,14,2.98,burkert,0.2,0,0.3408,9.3674
DDO064,10,14,2.98,burkert,0.3,0,0.3408,9.3674
DDO064,10,14,2.98,burkert,0.4,0,0.3408,9.3674
DDO064,10,14,2.98,burkert,0.5,0,0.3408,9.3674
DDO064,10,14,2.98,burkert,0.6,0,0.3408,9.3674
DDO064,10,14,2.98,burkert,0.7,0,0.3408,9.3674
DDO064,10,14,2.98,burkert,0.8,0,0.3408,9.3674
DDO064,10,14,2.98,burkert,0.9,0,0.3408,9.3674
DDO064,10,14,2.98,burkert,1.0,0,0.3408,9.3674
DDO064,10,14,2.98,einasto,0.1,0,0.3849,9.8967
DDO064,10,14,2.98,einasto,0.2,0,0.3849,9.8967
DDO064,10,14,2.98,einasto,0.3,0,0.3849,9.8967
DDO064,10,14,2.98,einasto,0.4,0,0.3849,9.8967
DDO064,10,14,2.98,einasto,0.5,0,0.3849,9.8967
DDO064,10,14,2.98,einasto,0.6,0,0.3849,9.8967
DDO064,10,14,2.98,einasto,0.7,0,0.3849,9.8967
DDO064,10,14,2.98,einasto,0.8,0,0.3849,9.8967
DDO064,10,14,2.98,einasto,0.9,0,0.3849,9.8967
DDO064,10,14,2.98,einasto,1.0,0,0.3849,9.8967
DDO064,10,14,2.98,nfw,0.1,0,0.5545,11.9321
DDO064,10,14,2.98,nfw,0.2,0,0.5545,11.9321
DDO064,10,14,2.98,nfw,0.3,0,0.5545,11.9321
DDO064,10,14,2.98,nfw,0.4,0,0.5545,11.9321
DDO064,10,14,2.98,nfw,0.5,0,0.5545,11.9322
DDO064,10,14,2.98,nfw,0.6,0,0.5545,11.9321
DDO064,10,14,2.98,nfw,0.7,0,0.5545,11.9321
DDO064,10,14,2.98,nfw,0.8,0,0.5545,11.9321
DDO064,10,14,2.98,nfw,0.9,0,0.5545,11.9321
DDO064,10,14,2.98,nfw,1.0,0,0.5545,11.9321
DDO154,10,12,5.92,burkert,0.1,0,0.6887,11.8567
DDO154,10,12,5.92,burkert,0.2,0,0.6887,11.8567
DDO154,10,12,5.92,burkert,0.3,0,0.6887,11.8567
DDO154,10,12,5.92,burkert,0.4,0,0.6887,11.8567
DDO154,10,12,5.92,burkert,0.5,0,0.6887,11.8567
DDO154,10,12,5.92,burkert,0.6,0,0.6887,11.8567
DDO154,10,12,5.92,burkert,0.7,0,0.6887,11.8567
DDO154,10,12,5.92,burkert,0.8,0,0.6887,11.8567
DDO154,10,12,5.92,burkert,0.9,0,0.6887,11.8567
DDO154,10,12,5.92,burkert,1.0,0,0.6887,11.8567
DDO154,10,12,5.92,einasto,0.1,2,2.2492,28.8759
DDO154,10,12,5.92,einasto,0.2,2,1.0256,23.9817
DDO154,10,12,5.92,einasto,0.3,1,1.1847,20.7177
DDO154,10,12,5.92,einasto,0.4,1,0.9911,19.362
DDO154,10,12,5.92,einasto,0.5,1,0.9911,19.362
DDO154,10,12,5.92,einasto,0.6,1,0.9911,19.362
DDO154,10,12,5.92,einasto,0.7,1,0.9911,19.362
DDO154,10,12,5.92,einasto,0.8,1,0.9911,19.362
DDO154,10,12,5.92,einasto,0.9,1,0.9911,19.362
DDO154,10,12,5.92,einasto,1.0,1,0.9911,19.362
DDO154,10,12,5.92,nfw,0.1,2,2.5919,30.2468
DDO154,10,12,5.92,nfw,0.2,2,1.1191,24.3558
DDO154,10,12,5.92,nfw,0.3,2,0.3404,21.2409
DDO154,10,12,5.92,nfw,0.4,1,1.1884,20.7432
DDO154,10,12,5.92,nfw,0.5,1,1.1883,20.7427
DDO154,10,12,5.92,nfw,0.6,1,1.1884,20.7433
DDO154,10,12,5.92,nfw,0.7,1,1.1884,20.743
DDO154,10,12,5.92,nfw,0.8,1,1.1884,20.7432
DDO154,10,12,5.92,nfw,0.9,1,1.1884,20.7433
DDO154,10,12,5.92,nfw,1.0,1,1.1883,20.7429
DDO161,10,31,13.37,burkert,0.1,0,0.2593,14.3867
DDO161,10,31,13.37,burkert,0.2,0,0.2593,14.3867
DDO161,10,31,13.37,burkert,0.3,0,0.2593,14.3867
DDO161,10,31,13.37,burkert,0.4,0,0.2593,14.3867
DDO161,10,31,13.37,burkert,0.5,0,0.2593,14.3867
DDO161,10,31,13.37,burkert,0.6,0,0.2593,14.3867
DDO161,10,31,13.37,burkert,0.7,0,0.2593,14.3867
DDO161,10,31,13.37,burkert,0.8,0,0.2593,14.3867
DDO161,10,31,13.37,burkert,0.9,0,0.2593,14.3867
DDO161,10,31,13.37,burkert,1.0,0,0.2593,14.3867
DDO161,10,31,13.37,einasto,0.1,1,0.2542,23.7782
DDO161,10,31,13.37,einasto,0.2,1,0.1621,21.3841
DDO161,10,31,13.37,einasto,0.3,1,0.1581,21.2812
DDO161,10,31,13.37,einasto,0.4,1,0.1581,21.2812
DDO161,10,31,13.37,einasto,0.5,1,0.1581,21.2812
DDO161,10,31,13.37,einasto,0.6,1,0.1581,21.2812
DDO161,10,31,13.37,einasto,0.7,1,0.1581,21.2812
DDO161,10,31,13.37,einasto,0.8,1,0.1581,21.2812
DDO161,10,31,13.37,einasto,0.9,1,0.1581,21.2812
DDO161,10,31,13.37,einasto,1.0,1,0.1581,21.2812
DDO161,10,31,13.37,nfw,0.1,1,0.3704,26.7997
DDO161,10,31,13.37,nfw,0.2,1,0.2424,23.4726
DDO161,10,31,13.37,nfw,0.3,1,0.2153,22.7676
DDO161,10,31,13.37,nfw,0.4,1,0.2153,22.7676
DDO161,10,31,13.37,nfw,0.5,1,0.2153,22.7676
DDO161,10,31,13.37,nfw,0.6,1,0.2153,22.7676
DDO161,10,31,13.37,nfw,0.7,1,0.2153,22.7676
DDO161,10,31,13.37,nfw,0.8,1,0.2153,22.7676
DDO161,10,31,13.37,nfw,0.9,1,0.2153,22.7676
DDO161,10,31,13.37,nfw,1.0,1,0.2153,22.7676
DDO168,10,10,4.12,burkert,0.1,1,1.1402,17.2137
DDO168,10,10,4.12,burkert,0.2,1,0.509,14.0577
DDO168,10,10,4.12,burkert,0.3,1,0.4633,13.8293
DDO168,10,10,4.12,burkert,0.4,1,0.5008,14.0168
DDO168,10,10,4.12,burkert,0.5,1,0.4633,13.8293
DDO168,10,10,4.12,burkert,0.6,1,0.5008,14.0168
DDO168,10,10,4.12,burkert,0.7,1,0.5008,14.0168
DDO168,10,10,4.12,burkert,0.8,1,0.4633,13.8293
DDO168,10,10,4.12,burkert,0.9,1,0.4633,13.8293
DDO168,10,10,4.12,burkert,1.0,1,0.4633,13.8293
DDO168,10,10,4.12,einasto,0.1,2,0.9132,20.247
DDO168,10,10,4.12,einasto,0.2,1,0.6256,14.6409
DDO168,10,10,4.12,einasto,0.3,1,0.4566,13.7958
DDO168,10,10,4.12,einasto,0.4,1,0.4566,13.7958
DDO168,10,10,4.12,einasto,0.5,1,0.4566,13.7958
DDO168,10,10,4.12,einasto,0.6,1,0.4566,13.7958
DDO168,10,10,4.12,einasto,0.7,1,0.4566,13.7958
DDO168,10,10,4.12,einasto,0.8,1,0.4566,13.7958
DDO168,10,10,4.12,einasto,0.9,1,0.4566,13.7958
DDO168,10,10,4.12,einasto,1.0,1,0.4566,13.7958
DDO168,10,10,4.12,nfw,0.1,2,1.4012,21.2231
DDO168,10,10,4.12,nfw,0.2,1,0.783,15.4278
DDO168,10,10,4.12,nfw,0.3,1,0.4575,13.8003
DDO168,10,10,4.12,nfw,0.4,1,0.4575,13.8003
DDO168,10,10,4.12,nfw,0.5,1,0.4575,13.8003
DDO168,10,10,4.12,nfw,0.6,1,0.4575,13.8003
DDO168,10,10,4.12,nfw,0.7,1,0.4575,13.8003
DDO168,10,10,4.12,nfw,0.8,1,0.4575,13.8003
DDO168,10,10,4.12,nfw,0.9,1,0.4575,13.8003
DDO168,10,10,4.12,nfw,1.0,1,0.4575,13.8003
DDO170,10,8,12.33,burkert,0.1,1,1.0112,13.4308
DDO170,10,8,12.33,burkert,0.2,1,1.0112,13.4308
DDO170,10,8,12.33,burkert,0.3,1,0.8138,12.8387
DDO170,10,8,12.33,burkert,0.4,1,0.3617,11.4822
DDO170,10,8,12.33,burkert,0.5,1,0.3617,11.4822
DDO170,10,8,12.33,burkert,0.6,1,0.3617,11.4822
DDO170,10,8,12.33,burkert,0.7,1,0.3617,11.4822
DDO170,10,8,12.33,burkert,0.8,1,0.3617,11.4822
DDO170,10,8,12.33,burkert,0.9,1,0.3617,11.4822
DDO170,10,8,12.33,burkert,1.0,1,0.3617,11.4822
DDO170,10,8,12.33,einasto,0.1,1,0.5459,12.0348
DDO170,10,8,12.33,einasto,0.2,1,0.5209,11.96
DDO170,10,8,12.33,einasto,0.3,1,0.4373,11.7091
DDO170,10,8,12.33,einasto,0.4,1,0.4373,11.7091
DDO170,10,8,12.33,einasto,0.5,1,0.4373,11.7091
DDO170,10,8,12.33,einasto,0.6,1,0.4373,11.7091
DDO170,10,8,12.33,einasto,0.7,1,0.4373,11.7091
DDO170,10,8,12.33,einasto,0.8,1,0.4373,11.7091
DDO170,10,8,12.33,einasto,0.9,1,0.4373,11.7091
DDO170,10,8,12.33,einasto,1.0,1,0.4373,11.7091
DDO170,10,8,12.33,nfw,0.1,1,0.5382,12.0117
DDO170,10,8,12.33,nfw,0.2,1,0.4934,11.8773
DDO170,10,8,12.33,nfw,0.3,1,0.4005,11.5988
DDO170,10,8,12.33,nfw,0.4,1,0.4005,11.5988
DDO170,10,8,12.33,nfw,0.5,1,0.4005,11.5988
DDO170,10,8,12.33,nfw,0.6,1,0.4005,11.5988
DDO170,10,8,12.33,nfw,0.7,1,0.4005,11.5988
DDO170,10,8,12.33,nfw,0.8,1,0.4005,11.5988
DDO170,10,8,12.33,nfw,0.9,1,0.4005,11.5988
DDO170,10,8,12.33,nfw,1.0,1,0.4005,11.5988
ESO079-G014,4,15,16.67,burkert,0.1,1,0.5048,18.5887
ESO079-G014,4,15,16.67,burkert,0.2,1,0.3881,17.4212
ESO079-G014,4,15,16.67,burkert,0.3,1,0.3101,16.6409
ESO079-G014,4,15,16.67,burkert,0.4,1,0.302,16.5602
ESO079-G014,4,15,16.67,burkert,0.5,1,0.302,16.5602
ESO079-G014,4,15,16.67,burkert,0.6,1,0.302,16.5602
ESO079-G014,4,15,16.67,burkert,0.7,1,0.302,16.5602
ESO079-G014,4,15,16.67,burkert,0.8,1,0.302,16.5602
ESO079-G014,4,15,16.67,burkert,0.9,1,0.302,16.5602
ESO079-G014,4,15,16.67,burkert,1.0,1,0.302,16.5602
ESO079-G014,4,15,16.67,einasto,0.1,1,0.8631,22.1711
ESO079-G014,4,15,16.67,einasto,0.2,1,0.5759,19.2991
ESO079-G014,4,15,16.67,einasto,0.3,1,0.5735,19.2754
ESO079-G014,4,15,16.67,einasto,0.4,1,0.5735,19.2754
ESO079-G014,4,15,16.67,einasto,0.5,1,0.5735,19.2754
ESO079-G014,4,15,16.67,einasto,0.6,1,0.5735,19.2754
ESO079-G014,4,15,16.67,einasto,0.7,1,0.5735,19.2754
ESO079-G014,4,15,16.67,einasto,0.8,1,0.5735,19.2754
ESO079-G014,4,15,16.67,einasto,0.9,1,0.5735,19.2754
ESO079-G014,4,15,16.67,einasto,1.0,1,0.5735,19.2754
ESO079-G014,4,15,16.67,nfw,0.1,1,1.0659,24.199
ESO079-G014,4,15,16.67,nfw,0.2,1,0.7451,20.991
ESO079-G014,4,15,16.67,nfw,0.3,1,0.7425,20.9655
ESO079-G014,4,15,16.67,nfw,0.4,1,0.7425,20.9655
ESO079-G014,4,15,16.67,nfw,0.5,1,0.7425,20.9655
ESO079-G014,4,15,16.67,nfw,0.6,1,0.7425,20.9655
ESO079-G014,4,15,16.67,nfw,0.7,1,0.7425,20.9655
ESO079-G014,4,15,16.67,nfw,0.8,1,0.7425,20.9655
ESO079-G014,4,15,16.67,nfw,0.9,1,0.7425,20.9655
ESO079-G014,4,15,16.67,nfw,1.0,1,0.7425,20.9655
ESO116-G012,7,15,9.86,burkert,0.1,0,0.7795,15.5498
ESO116-G012,7,15,9.86,burkert,0.2,0,0.7795,15.5498
ESO116-G012,7,15,9.86,burkert,0.3,0,0.7795,15.5498
ESO116-G012,7,15,9.86,burkert,0.4,0,0.7795,15.5498
ESO116-G012,7,15,9.86,burkert,0.5,0,0.7795,15.5498
ESO116-G012,7,15,9.86,burkert,0.6,0,0.7795,15.5498
ESO116-G012,7,15,9.86,burkert,0.7,0,0.7795,15.5498
ESO116-G012,7,15,9.86,burkert,0.8,0,0.7795,15.5498
ESO116-G012,7,15,9.86,burkert,0.9,0,0.7795,15.5498
ESO116-G012,7,15,9.86,burkert,1.0,0,0.7795,15.5498
ESO116-G012,7,15,9.86,einasto,0.1,1,0.981,23.3506
ESO116-G012,7,15,9.86,einasto,0.2,1,0.6729,20.2695
ESO116-G012,7,15,9.86,einasto,0.3,1,0.4594,18.1339
ESO116-G012,7,15,9.86,einasto,0.4,1,0.4252,17.7923
ESO116-G012,7,15,9.86,einasto,0.5,1,0.4252,17.7923
ESO116-G012,7,15,9.86,einasto,0.6,1,0.4252,17.7923
ESO116-G012,7,15,9.86,einasto,0.7,1,0.4252,17.7923
ESO116-G012,7,15,9.86,einasto,0.8,1,0.4252,17.7923
ESO116-G012,7,15,9.86,einasto,0.9,1,0.4252,17.7923
ESO116-G012,7,15,9.86,einasto,1.0,1,0.4252,17.7923
ESO116-G012,7,15,9.86,nfw,0.1,2,0.1922,23.0096
ESO116-G012,7,15,9.86,nfw,0.2,1,0.7326,20.8667
ESO116-G012,7,15,9.86,nfw,0.3,1,0.4712,18.2525
ESO116-G012,7,15,9.86,nfw,0.4,1,0.4545,18.0851
ESO116-G012,7,15,9.86,nfw,0.5,1,0.4545,18.0851
ESO116-G012,7,15,9.86,nfw,0.6,1,0.4545,18.0851
ESO116-G012,7,15,9.86,nfw,0.7,1,0.4545,18.0851
ESO116-G012,7,15,9.86,nfw,0.8,1,0.4545,18.0851
ESO116-G012,7,15,9.86,nfw,0.9,1,0.4545,18.0851
ESO116-G012,7,15,9.86,nfw,1.0,1,0.4545,18.0851
ESO563-G021,4,27,42.41,burkert,0.1,2,0.5412,36.6492
ESO563-G021,4,27,42.41,burkert,0.2,2,0.3425,32.8734
ESO563-G021,4,27,42.41,burkert,0.3,2,0.2203,30.5522
ESO563-G021,4,27,42.41,burkert,0.4,2,0.2203,30.5522
ESO563-G021,4,27,42.41,burkert,0.5,2,0.2203,30.5522
ESO563-G021,4,27,42.41,burkert,0.6,2,0.2203,30.5522
ESO563-G021,4,27,42.41,burkert,0.7,2,0.2203,30.5522
ESO563-G021,4,27,42.41,burkert,0.8,2,0.2203,30.5522
ESO563-G021,4,27,42.41,burkert,0.9,2,0.2203,30.5522
ESO563-G021,4,27,42.41,burkert,1.0,2,0.2203,30.5522
ESO563-G021,4,27,42.41,einasto,0.1,3,0.5177,44.538
ESO563-G021,4,27,42.41,einasto,0.2,2,0.6369,38.4686
ESO563-G021,4,27,42.41,einasto,0.3,2,0.6369,38.4686
ESO563-G021,4,27,42.41,einasto,0.4,2,0.6369,38.4686
ESO563-G021,4,27,42.41,einasto,0.5,2,0.6369,38.4686
ESO563-G021,4,27,42.41,einasto,0.6,2,0.6369,38.4686
ESO563-G021,4,27,42.41,einasto,0.7,2,0.6369,38.4686
ESO563-G021,4,27,42.41,einasto,0.8,2,0.6369,38.4686
ESO563-G021,4,27,42.41,einasto,0.9,2,0.6369,38.4686
ESO563-G021,4,27,42.41,einasto,1.0,2,0.637,38.4688
ESO563-G021,4,27,42.41,nfw,0.1,3,0.4883,44.0668
ESO563-G021,4,27,42.41,nfw,0.2,2,0.6796,39.2798
ESO563-G021,4,27,42.41,nfw,0.3,2,0.6798,39.2827
ESO563-G021,4,27,42.41,nfw,0.4,2,0.6797,39.2803
ESO563-G021,4,27,42.41,nfw,0.5,2,0.6797,39.2801
ESO563-G021,4,27,42.41,nfw,0.6,2,0.6796,39.2799
ESO563-G021,4,27,42.41,nfw,0.7,2,0.6797,39.2805
ESO563-G021,4,27,42.41,nfw,0.8,2,0.6796,39.2798
ESO563-G021,4,27,42.41,nfw,0.9,2,0.6796,39.2798
ESO563-G021,4,27,42.41,nfw,1.0,2,0.6796,39.2798
F568-V1,7,15,17.63,burkert,0.1,0,0.0536,6.1132
F568-V1,7,15,17.63,burkert,0.2,0,0.0536,6.1132
F568-V1,7,15,17.63,burkert,0.3,0,0.0536,6.1132
F568-V1,7,15,17.63,burkert,0.4,0,0.0536,6.1132
F568-V1,7,15,17.63,burkert,0.5,0,0.0536,6.1132
F568-V1,7,15,17.63,burkert,0.6,0,0.0536,6.1132
F568-V1,7,15,17.63,burkert,0.7,0,0.0536,6.1132
F568-V1,7,15,17.63,burkert,0.8,0,0.0536,6.1132
F568-V1,7,15,17.63,burkert,0.9,0,0.0536,6.1132
F568-V1,7,15,17.63,burkert,1.0,0,0.0536,6.1132
F568-V1,7,15,17.63,einasto,0.1,0,0.2833,9.0986
F568-V1,7,15,17.63,einasto,0.2,0,0.2833,9.0986
F568-V1,7,15,17.63,einasto,0.3,0,0.2833,9.0986
F568-V1,7,15,17.63,einasto,0.4,0,0.2833,9.0986
F568-V1,7,15,17.63,einasto,0.5,0,0.2833,9.0986
F568-V1,7,15,17.63,einasto,0.6,0,0.2833,9.0986
F568-V1,7,15,17.63,einasto,0.7,0,0.2833,9.0986
F568-V1,7,15,17.63,einasto,0.8,0,0.2833,9.0986
F568-V1,7,15,17.63,einasto,0.9,0,0.2833,9.0986
F568-V1,7,15,17.63,einasto,1.0,0,0.2833,9.0986
F568-V1,7,15,17.63,nfw,0.1,0,0.2172,8.24
F568-V1,7,15,17.63,nfw,0.2,0,0.2172,8.24
F568-V1,7,15,17.63,nfw,0.3,0,0.2172,8.24
F568-V1,7,15,17.63,nfw,0.4,0,0.2172,8.24
F568-V1,7,15,17.63,nfw,0.5,0,0.2172,8.24
F568-V1,7,15,17.63,nfw,0.6,0,0.2172,8.24
F568-V1,7,15,17.63,nfw,0.7,0,0.2172,8.24
F568-V1,7,15,17.63,nfw,0.8,0,0.2172,8.24
F568-V1,7,15,17.63,nfw,0.9,0,0.2172,8.24
F568-V1,7,15,17.63,nfw,1.0,0,0.2172,8.24
F571-8,5,9,15.55,burkert,0.1,0,1.3298,13.7032
F571-8,5,9,15.55,burkert,0.2,0,1.3298,13.7032
F571-8,5,9,15.55,burkert,0.3,0,1.3298,13.7032
F571-8,5,9,15.55,burkert,0.4,0,1.3298,13.7032
F571-8,5,9,15.55,burkert,0.5,0,1.3298,13.7032
F571-8,5,9,15.55,burkert,0.6,0,1.3298,13.7032
F571-8,5,9,15.55,burkert,0.7,0,1.3298,13.7032
F571-8,5,9,15.55,burkert,0.8,0,1.3298,13.7032
F571-8,5,9,15.55,burkert,0.9,0,1.3298,13.7032
F571-8,5,9,15.55,burkert,1.0,0,1.3298,13.7032
F571-8,5,9,15.55,einasto,0.1,2,2.8383,20.4161
F571-8,5,9,15.55,einasto,0.2,1,1.522,17.074
F571-8,5,9,15.55,einasto,0.3,1,1.3062,16.2108
F571-8,5,9,15.55,einasto,0.4,1,1.3062,16.2108
F571-8,5,9,15.55,einasto,0.5,1,1.3062,16.2108
F571-8,5,9,15.55,einasto,0.6,1,1.3062,16.2108
F571-8,5,9,15.55,einasto,0.7,1,1.3062,16.2108
F571-8,5,9,15.55,einasto,0.8,1,1.3062,16.2108
F571-8,5,9,15.55,einasto,0.9,1,1.3062,16.2108
F571-8,5,9,15.55,einasto,1.0,1,1.3062,16.2108
F571-8,5,9,15.55,nfw,0.1,2,3.4164,20.9942
F571-8,5,9,15.55,nfw,0.2,1,1.67,17.6663
F571-8,5,9,15.55,nfw,0.3,1,1.4363,16.7314
F571-8,5,9,15.55,nfw,0.4,1,1.4363,16.7314
F571-8,5,9,15.55,nfw,0.5,1,1.4363,16.7314
F571-8,5,9,15.55,nfw,0.6,1,1.4363,16.7314
F571-8,5,9,15.55,nfw,0.7,1,1.4363,16.7314
F571-8,5,9,15.55,nfw,0.8,1,1.4363,16.7314
F571-8,5,9,15.55,nfw,0.9,1,1.4363,16.7314
F571-8,5,9,15.55,nfw,1.0,1,1.4363,16.7314
F571-V1,7,7,13.59,burkert,0.1,0,0.0314,4.0487
F571-V1,7,7,13.59,burkert,0.2,0,0.0314,4.0487
F571-V1,7,7,13.59,burkert,0.3,0,0.0314,4.0487
F571-V1,7,7,13.59,burkert,0.4,0,0.0314,4.0487
F571-V1,7,7,13.59,burkert,0.5,0,0.0314,4.0487
F571-V1,7,7,13.59,burkert,0.6,0,0.0314,4.0487
F571-V1,7,7,13.59,burkert,0.7,0,0.0314,4.0487
F571-V1,7,7,13.59,burkert,0.8,0,0.0314,4.0487
F571-V1,7,7,13.59,burkert,0.9,0,0.0314,4.0487
F571-V1,7,7,13.59,burkert,1.0,0,0.0314,4.0487
F571-V1,7,7,13.59,einasto,0.1,0,0.3158,5.471
F571-V1,7,7,13.59,einasto,0.2,0,0.3158,5.471
F571-V1,7,7,13.59,einasto,0.3,0,0.3158,5.471
F571-V1,7,7,13.59,einasto,0.4,0,0.3158,5.471
F571-V1,7,7,13.59,einasto,0.5,0,0.3158,5.471
F571-V1,7,7,13.59,einasto,0.6,0,0.3158,5.471
F571-V1,7,7,13.59,einasto,0.7,0,0.3158,5.471
F571-V1,7,7,13.59,einasto,0.8,0,0.3158,5.471
F571-V1,7,7,13.59,einasto,0.9,0,0.3158,5.471
F571-V1,7,7,13.59,einasto,1.0,0,0.3158,5.471
F571-V1,7,7,13.59,nfw,0.1,0,0.3188,5.4857
F571-V1,7,7,13.59,nfw,0.2,0,0.3188,5.4857
F571-V1,7,7,13.59,nfw,0.3,0,0.3188,5.4857
F571-V1,7,7,13.59,nfw,0.4,0,0.3188,5.4857
F571-V1,7,7,13.59,nfw,0.5,0,0.3188,5.4857
F571-V1,7,7,13.59,nfw,0.6,0,0.3188,5.4857
F571-V1,7,7,13.59,nfw,0.7,0,0.3188,5.4857
F571-V1,7,7,13.59,nfw,0.8,0,0.3188,5.4857
F571-V1,7,7,13.59,nfw,0.9,0,0.3188,5.4857
F571-V1,7,7,13.59,nfw,1.0,0,0.3188,5.4857
F574-1,7,14,12.6,burkert,0.1,0,0.0942,6.409
F574-1,7,14,12.6,burkert,0.2,0,0.0942,6.409
F574-1,7,14,12.6,burkert,0.3,0,0.0942,6.409
F574-1,7,14,12.6,burkert,0.4,0,0.0942,6.409
F574-1,7,14,12.6,burkert,0.5,0,0.0942,6.409
F574-1,7,14,12.6,burkert,0.6,0,0.0942,6.409
F574-1,7,14,12.6,burkert,0.7,0,0.0942,6.409
F574-1,7,14,12.6,burkert,0.8,0,0.0942,6.409
F574-1,7,14,12.6,burkert,0.9,0,0.0942,6.409
F574-1,7,14,12.6,burkert,1.0,0,0.0942,6.409
F574-1,7,14,12.6,einasto,0.1,1,0.622,18.7931
F574-1,7,14,12.6,einasto,0.2,1,0.3707,16.5318
F574-1,7,14,12.6,einasto,0.3,1,0.2339,15.3006
F574-1,7,14,12.6,einasto,0.4,1,0.2339,15.3006
F574-1,7,14,12.6,einasto,0.5,1,0.2339,15.3006
F574-1,7,14,12.6,einasto,0.6,1,0.2339,15.3006
F574-1,7,14,12.6,einasto,0.7,1,0.2339,15.3006
F574-1,7,14,12.6,einasto,0.8,1,0.2339,15.3006
F574-1,7,14,12.6,einasto,0.9,1,0.2339,15.3006
F574-1,7,14,12.6,einasto,1.0,1,0.2339,15.3006
F574-1,7,14,12.6,nfw,0.1,1,0.7543,19.9841
F574-1,7,14,12.6,nfw,0.2,1,0.4983,17.6803
F574-1,7,14,12.6,nfw,0.3,1,0.3616,16.4499
F574-1,7,14,12.6,nfw,0.4,1,0.3616,16.4499
F574-1,7,14,12.6,nfw,0.5,1,0.3616,16.4499
F574-1,7,14,12.6,nfw,0.6,1,0.3616,16.4499
F574-1,7,14,12.6,nfw,0.7,1,0.3616,16.4499
F574-1,7,14,12.6,nfw,0.8,1,0.3616,16.4499
F574-1,7,14,12.6,nfw,0.9,1,0.3616,16.4499
F574-1,7,14,12.6,nfw,1.0,1,0.3616,16.4499
F583-1,9,25,16.26,burkert,0.1,0,0.1948,10.9186
F583-1,9,25,16.26,burkert,0.2,0,0.1948,10.9186
F583-1,9,25,16.26,burkert,0.3,0,0.1948,10.9186
F583-1,9,25,16.26,burkert,0.4,0,0.1948,10.9186
F583-1,9,25,16.26,burkert,0.5,0,0.1948,10.9186
F583-1,9,25,16.26,burkert,0.6,0,0.1948,10.9186
F583-1,9,25,16.26,burkert,0.7,0,0.1948,10.9186
F583-1,9,25,16.26,burkert,0.8,0,0.1948,10.9186
F583-1,9,25,16.26,burkert,0.9,0,0.1948,10.9186
F583-1,9,25,16.26,burkert,1.0,0,0.1948,10.9186
F583-1,9,25,16.26,einasto,0.1,1,0.6176,28.447
F583-1,9,25,16.26,einasto,0.2,1,0.4187,24.4679
F583-1,9,25,16.26,einasto,0.3,1,0.2612,21.319
F583-1,9,25,16.26,einasto,0.4,1,0.2537,21.1684
F583-1,9,25,16.26,einasto,0.5,1,0.2537,21.1684
F583-1,9,25,16.26,einasto,0.6,1,0.2537,21.1684
F583-1,9,25,16.26,einasto,0.7,1,0.2537,21.1684
F583-1,9,25,16.26,einasto,0.8,1,0.2537,21.1684
F583-1,9,25,16.26,einasto,0.9,1,0.2537,21.1684
F583-1,9,25,16.26,einasto,1.0,1,0.2537,21.1684
F583-1,9,25,16.26,nfw,0.1,1,0.6991,30.0772
F583-1,9,25,16.26,nfw,0.2,1,0.4771,25.6355
F583-1,9,25,16.26,nfw,0.3,1,0.3146,22.3859
F583-1,9,25,16.26,nfw,0.4,1,0.3117,22.3277
F583-1,9,25,16.26,nfw,0.5,1,0.3117,22.3277
